,provider,source_type,source_code,source_description,canonical_concept,concept_group,signal_class,severity,direction,requires_review,can_contribute_to_decline,dedupe_key,narrative_key,notes,status
,socure,reason_code,R721,Email address is not correlated with the input physical address,contactability_email_risk,contactability,contactability,medium,warning,TRUE,FALSE,R721,,,active
contactability_phone_risk,,,,,,,,,,,,,,,
,socure,reason_code,I142,Phone number tagged as positive,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I142,,,active
,socure,reason_code,I319,Account is correlated with the phone,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I319,,,active
,socure,reason_code,I319,Account is correlated with the phone,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I319,,,active
,socure,reason_code,I320,Account is conditionally correlated with the phone,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I320,,,active
,socure,reason_code,I320,Account is conditionally correlated with the phone,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I320,,,active
,socure,reason_code,I321,(Deprecated) - Phone number of the account holder is unknown,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I321,,,deprecated
,socure,reason_code,I321,(Deprecated) - Phone number of the account holder is unknown,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I321,,,deprecated
,socure,reason_code,I405,Device token previously associated with phone number,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I405,,,inactive_not_used
,socure,reason_code,I410,Device session is associated with more than 2 phone numbers,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I410,,,inactive_not_used
,socure,reason_code,I601,Phone number is a landline,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I601,,,active
,socure,reason_code,I602,Phone number is a mobile line,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I602,,,active
,socure,reason_code,I605,(Deprecated) - Phone number is a premium-rate line,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I605,,,deprecated
,socure,reason_code,I608,Phone number is commercial or dual-purpose,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I608,,,active
,socure,reason_code,I609,Phone number is consumer or residential,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I609,,,active
,socure,reason_code,I610,Phone number is correlated with the address,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I610,,,active
,socure,reason_code,I611,Phone number is associated with a major carrier,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I611,,,active
,socure,reason_code,I614,Phone number has been in service more than 365 days,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I614,,,active
,socure,reason_code,I616,Phone number is associated with a Mobile Virtual Network Operator,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I616,,,active
,socure,reason_code,I618,Phone number can be resolved to the individual,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I618,,,active
,socure,reason_code,I620,Phonerisk score represents low risk,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I620,,,active
,socure,reason_code,I621,Phone is correlated with the first name,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I621,,,active
,socure,reason_code,I622,Phone is correlated with the last name,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I622,,,active
,socure,reason_code,I623,High-confidence match between the phone and first name,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I623,,,active
,socure,reason_code,I624,High-confidence match between the phone and last name,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I624,,,active
,socure,reason_code,I625,Phone number has never been ported,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I625,,,active
,socure,reason_code,I626,Phone number was ported at least 60 days ago,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I626,,,active
,socure,reason_code,I627,Phone and National ID are linked,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I627,,,active
,socure,reason_code,I630,Phone subscriber has been correlated with the input phone number for more than 365 days,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I630,,,active
,socure,reason_code,I640,Phone number might have been mistyped,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I640,,,active
,socure,reason_code,I901,(Deprecated) - Entered phone number is mobile number,contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I901,,,deprecated
,socure,reason_code,I916,"(Deprecated) - First name, surname, address and phone match KYC data from NAP correlation analysis",contactability_phone_risk,identity,identity,low,positive,FALSE,FALSE,I916,,,deprecated
,socure,reason_code,namePhonetic,Name match based on phonetic similarity,contactability_phone_risk,unknown,unknown,low,neutral,FALSE,FALSE,namePhonetic,,,active
,socure,reason_code,R1004,Found at least 3 distinct phone numbers associated with the given identity,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R1004,,,active
,socure,reason_code,R1054,Found at least 7 distinct phones associated with the given identity,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R1054,,,active
,socure,reason_code,R1060,Seen input phone number in at least 10 other transaction consortium institutions,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R1060,,,active
,socure,reason_code,R113,Alert List phone number match,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R113,,,active
,socure,reason_code,R142,Phone number tagged as negative,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R142,,,active
,socure,reason_code,R162,Phone number tagged as suspect,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R162,,,active
,socure,reason_code,R171,Phone number is from an OFAC sanctioned country,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R171,,,active
,socure,reason_code,R191,Phone number has at least 1 match on a sanctions watchlist,contactability_phone_risk,compliance,compliance,high,negative,TRUE,TRUE,R191,,,active
,socure,reason_code,R221,National ID associated with input phone number could not be confirmed,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R221,,,active
,socure,reason_code,R223,Input National ID did not match any of the National IDs associated with the input phone number in the last two years,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R223,,,active
,socure,reason_code,R224,4 or more different National IDs have been found to be inquired against the input phone,fraud_identity_frequency_anomaly,fraud,fraud,medium,warning,TRUE,FALSE,R224,,,active
,socure,reason_code,R226,Multiple phones are marked current for the input National ID,phone_risky,contactability,contactability,medium,warning,TRUE,FALSE,R226,,,active
,socure,reason_code,R307,Account is not correlated with the phone,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R307,,,active
,socure,reason_code,R307,Account is not correlated with the phone,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R307,,,active
,socure,reason_code,R601,Phone number associated address is not correlated with the input address,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R601,,,active
,socure,reason_code,R602,Phone number associated address is not correlated with the input country,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R602,,,active
,socure,reason_code,R603,Phone number is invalid,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R603,,,active
,socure,reason_code,R604,Phone number has not been actively used within the past 90 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R604,,,active
,socure,reason_code,R605,Phone number has not been actively used for more than 90 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R605,,,active
,socure,reason_code,R606,There has been minimal activity associated with the phone number,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R606,,,active
,socure,reason_code,R607,Phone number associated address is partially correlated with the input address,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R607,,,active
,socure,reason_code,R608,Phone number cannot be resolved to the individual,phone_risky,contactability,contactability,medium,warning,TRUE,FALSE,R608,,,active
,socure,reason_code,R611,Phone number is not allowed for consumers,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R611,,,active
,socure,reason_code,R613,Phone number is fixed or traditional VoIP,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R613,,,active
,socure,reason_code,R614,Phone number is toll-free,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R614,,,active
,socure,reason_code,R615,Phone number is non-fixed or over-the-top VoIP,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R615,,,active
,socure,reason_code,R616,Phone number is prepaid,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R616,,,active
,socure,reason_code,R617,Phone number is not associated with a major carrier,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R617,,,active
,socure,reason_code,R618,Phone number has been in service between 90 and 365 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R618,,,active
,socure,reason_code,R620,Phonerisk score represents high risk,phone_risky,contactability,contactability,medium,warning,TRUE,FALSE,R620,,,active
,socure,reason_code,R621,(Deprecated) - Phone number has been in service less than 7 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R621,,,deprecated
,socure,reason_code,R622,Phone number has been in service for less than 30 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R622,,,active
,socure,reason_code,R623,Phone number has been in service between 30 and 90 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R623,,,active
,socure,reason_code,R624,(Deprecated) - Phone number has been changed more than once in the past 90 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R624,,,deprecated
,socure,reason_code,R625,Phone number has ported within the past 24 hours,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R625,,,active
,socure,reason_code,R626,Phone number has been ported within the past 2 to 7 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R626,,,active
,socure,reason_code,R627,Phone number has been ported within the past 7 to 30 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R627,,,active
,socure,reason_code,R628,Phone number has been ported within the past 30 to 60 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R628,,,active
,socure,reason_code,R629,(Deprecated) - Phone number has been ported more than once in past 90 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R629,,,deprecated
,socure,reason_code,R630,(Deprecated) - Phone subscriber has been correlated with the input phone number for less than 7 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R630,,,deprecated
,socure,reason_code,R631,Phone subscriber has been correlated with the input phone number for between 0 and 30 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R631,,,active
,socure,reason_code,R632,Phone subscriber has been correlated with the input phone number for between 30 and 90 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R632,,,active
,socure,reason_code,R633,Phone subscriber has been correlated with the input phone number for between 90 and 365 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R633,,,active
,socure,reason_code,R634,Phone number has been ported within the past 48 hours,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R634,,,active
,socure,reason_code,R648,Phone number has had a name change in the last 3 days,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R648,,,active
,socure,reason_code,R654,Phone number seen in frozen credit files,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R654,,,active
,socure,reason_code,R655,Phone number was first seen less than 50 days ago as per Socure consortium network,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R655,,,active
,socure,reason_code,R656,Phone number seen in credit files flagged as having initial fraud alerts,contactability_phone_risk,fraud,fraud,high,negative,TRUE,TRUE,R656,,,active
,socure,reason_code,R657,Input Surname has not been used with the phone number in the last 2 years based on the Socure network,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R657,,,active
,socure,reason_code,R658,Input surname has not been primarily used with the phone number for more than 2 years,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R658,,,active
,socure,reason_code,R660,Two or more addresses are marked as current in the phone public records,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R660,,,active
,socure,reason_code,R661,No inquiry is found against this phone number,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R661,,,active
,socure,reason_code,R662,The phone number was first seen less than sixty days ago within Socure network,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R662,,,active
,socure,reason_code,R664,Phone number and national ID show low correlation in Socures network,phone_risky,contactability,contactability,medium,warning,TRUE,FALSE,R664,,,active
,socure,reason_code,R666,Phone characteristics show anomalous behavior,phone_risky,contactability,contactability,medium,warning,TRUE,FALSE,R666,,,active
,socure,reason_code,R671,There is a more recent phone number associated with the identity,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R671,,,active
,socure,reason_code,R673,Phone number is deactivated,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R673,,,active
,socure,reason_code,R912,(Deprecated) - Entered last name and SSN verified but not with entered address and phone,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R912,,,deprecated
,socure,reason_code,R914,(Deprecated) - Entered phone number may be disconnected,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R914,,,deprecated
,socure,reason_code,R915,Entered phone number potentially invalid,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R915,,,active
,socure,reason_code,R917,(Deprecated) - Entered phone number and input ZIP code combination invalid,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R917,,,inactive_not_used
,socure,reason_code,R918,"Unable to verify name, address, SSN/TIN and phone",identity_unverifiable,identity,identity,medium,warning,TRUE,FALSE,R918,,,active
,socure,reason_code,R921,(Deprecated) - Unable to verify phone number,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R921,,,deprecated
,socure,reason_code,R925,(Deprecated) - Entered phone number possibly miskeyed,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R925,,,deprecated
,socure,reason_code,R931,(Deprecated) - Entered phone and address geographically distant (>10 miles),contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R931,,,deprecated
,socure,reason_code,R935,(Deprecated) - Entered home phone and work phone geographically distant (>100 miles),contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R935,,,deprecated
,socure,reason_code,R936,(Deprecated) - Entered work phone potentially invalid,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R936,,,deprecated
,socure,reason_code,R937,(Deprecated) - Entered work phone potentially disconnected,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R937,,,deprecated
,socure,reason_code,R938,(Deprecated) - Entered address returns different phone number,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R938,,,deprecated
,socure,reason_code,R943,(Deprecated) - Entered name and address associated with an unlisted/nonpublished phone number,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R943,,,deprecated
,socure,reason_code,R945,(Deprecated) - Entered name and address return different phone number,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R945,,,deprecated
,socure,reason_code,R962,(Deprecated) - Entered phone number is pager number,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R962,,,deprecated
,socure,reason_code,R967,Entered phone area code changing,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R967,,,active
,socure,reason_code,R968,Entered work phone is pager number,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R968,,,active
,socure,reason_code,R969,Entered work phone is mobile number,contactability_phone_risk,contactability,contactability,medium,warning,TRUE,FALSE,R969,,,active
,socure,reason_code,V110,Supported phone number formats are +12345678901 and +1 234 567 8901,contactability_phone_risk,unknown,unknown,low,neutral,FALSE,FALSE,V110,,,active
identity_address_match,,,,,,,,,,,,,,,
,socure,reason_code,I143,IP Address tagged as positive,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I143,,,inactive_not_used
,socure,reason_code,I201,"(Deprecated) - Name, address and SSN match",identity_address_match,identity,identity,low,positive,FALSE,FALSE,I201,,,deprecated
,socure,reason_code,I316,Account is correlated with the address,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I316,,,active
,socure,reason_code,I316,Account is correlated with the address,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I316,,,active
,socure,reason_code,I317,Account is conditionally correlated with the address,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I317,,,active
,socure,reason_code,I317,Account is conditionally correlated with the address,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I317,,,active
,socure,reason_code,I709,Address is correlated with the first name,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I709,,,active
,socure,reason_code,I710,Address is correlated with the last name,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I710,,,active
,socure,reason_code,I715,Address is correlated with a past address,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I715,,,active
,socure,reason_code,I718,High-confidence match between the address and first name,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I718,,,active
,socure,reason_code,I719,High-confidence match between the address and last name,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I719,,,active
,socure,reason_code,I824,Address matches input data,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I824,,,active
,socure,reason_code,I889,Address 1 did match AAMVA,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I889,,,inactive_not_used
,socure,reason_code,I890,Address 2 did match AAMVA,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I890,,,inactive_not_used
,socure,reason_code,I891,Address city did match AAMVA,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I891,,,inactive_not_used
,socure,reason_code,I892,Address state did match AAMVA,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I892,,,inactive_not_used
,socure,reason_code,I893,Address zip 5 did match AAMVA,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I893,,,inactive_not_used
,socure,reason_code,I894,Address zip 4 did match AAMVA,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I894,,,inactive_not_used
,socure,reason_code,I908,Address is correlated with a military ZIP code,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I908,,,inactive_not_used
,socure,reason_code,I910,Address is correlated with a past address,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I910,,,active
,socure,reason_code,R306,Account is not correlated with the address,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R306,,,active
,socure,reason_code,R306,Account is not correlated with the address,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R306,,,active
,socure,reason_code,R714,Address is fuzzy matched to the address on record,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R714,,,active
,socure,reason_code,R725,Two or more recent addresses found for matched identity,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R725,,,active
,socure,reason_code,R726,Input Address is older than 5 years and a more recent address found for the matched identity,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R726,,,active
,socure,reason_code,R889,Address 1 did not match AAMVA,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R889,,,inactive_not_used
,socure,reason_code,R890,Address 2 did not match AAMVA,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R890,,,inactive_not_used
,socure,reason_code,R891,Address city did not match AAMVA,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R891,,,inactive_not_used
,socure,reason_code,R892,Address state did not match AAMVA,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R892,,,inactive_not_used
,socure,reason_code,R893,Address zip 5 did not match AAMVA,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R893,,,inactive_not_used
,socure,reason_code,R894,Address zip 4 did not match AAMVA,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R894,,,inactive_not_used
,socure,reason_code,R924,Address was fuzzy matched to the address on record,identity_address_match,identity,identity,medium,warning,TRUE,FALSE,R924,,,active
,socure,reason_code,R941,SSN/ITIN is correlated with at least 1 other name and address,identity_ssn_name_address_association,identity,identity,medium,warning,TRUE,FALSE,R941,,,active
,socure,reason_code,I705,Address is single unit,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I705,,,active
,socure,reason_code,I707,Address is residential,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I707,,,active
,socure,reason_code,I708,Address can be resolved to the individual,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I708,,,active
,socure,reason_code,I711,Address is confirmed as deliverable,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I711,,,active
,socure,reason_code,I712,"Address is confirmed deliverable by dropping secondary information (apartment, unit, etc.)",identity_address_match,identity,identity,low,positive,FALSE,FALSE,I712,,,active
,socure,reason_code,I720,Addressrisk score represents low risk,identity_address_match,identity,identity,low,positive,FALSE,FALSE,I720,,,active
identity_ssn_match,,,,,,,,,,,,,,,
,socure,reason_code,I145,SSN tagged as positive,identity_ssn_match,identity,identity,low,positive,FALSE,FALSE,I145,,,active
,socure,reason_code,I313,Account is correlated with the SSN,identity_ssn_match,identity,identity,low,positive,FALSE,FALSE,I313,,,active
,socure,reason_code,I313,Account is correlated with the SSN,identity_ssn_match,identity,identity,low,positive,FALSE,FALSE,I313,,,active
,socure,reason_code,I314,Account is conditionally correlated with the SSN,identity_ssn_match,identity,identity,low,positive,FALSE,FALSE,I314,,,active
,socure,reason_code,I314,Account is conditionally correlated with the SSN,identity_ssn_match,identity,identity,low,positive,FALSE,FALSE,I314,,,active
,socure,reason_code,I918,"First name, surname and SSN match KYC data from NAS correlation analysis",identity_ssn_match,identity,identity,low,positive,FALSE,FALSE,I918,,,active
,socure,reason_code,I993,SSN verified by the SSA,identity_ssn_match,identity,identity,low,positive,FALSE,FALSE,I993,,,active
,socure,reason_code,I998,"Name, SSN and DOB correlation verified by SSA",identity_ssn_match,identity,identity,low,positive,FALSE,FALSE,I998,,,active
,socure,reason_code,R111,Alert List SSN/ITIN match,identity_ssn_match,identity,identity,medium,negative,TRUE,FALSE,R111,,,active
,socure,reason_code,R235,Input full name could not be fuzzy-matched with full names associated with SSN in header and inquiry records,identity_name_mismatch,identity,identity,medium,negative,TRUE,FALSE,R235,,,active
,socure,reason_code,R305,Account is not correlated with the SSN,identity_ssn_match,identity,identity,medium,negative,TRUE,FALSE,R305,,,active
,socure,reason_code,R305,Account is not correlated with the SSN,identity_ssn_match,identity,identity,medium,negative,TRUE,FALSE,R305,,,active
,socure,reason_code,R923,SSN/ITIN was fuzzy matched to the SSN/ITIN on record,identity_ssn_match,identity,identity,medium,negative,TRUE,FALSE,R923,,,active
,socure,reason_code,R933,Last name is not correlated with the SSN/ITIN on record,identity_last_name_mismatch,identity,identity,medium,negative,TRUE,FALSE,R933,,,active
,socure,reason_code,R934,First name is not correlated with the SSN/ITIN on record,identity_first_name_mismatch,identity,identity,medium,negative,TRUE,FALSE,R934,,,active
,socure,reason_code,R939,SSN/ITIN is correlated with the first name but not the last name,identity_ssn_match,identity,identity,medium,negative,TRUE,FALSE,R939,,,active
,socure,reason_code,R950,Input national ID is an ITIN but has a better matching SSN,identity_ssn_match,identity,identity,medium,negative,TRUE,FALSE,R950,,,active
,socure,reason_code,R955,SSN/ITIN is correlated to multiple identities,identity_multiple_identities,identity,identity,medium,negative,TRUE,FALSE,R955,,,active
,socure,reason_code,R956,Identity is correlated to multiple SSN/ITINs,identity_multiple_identities,identity,identity,medium,negative,TRUE,FALSE,R956,,,active
,socure,reason_code,R993,SSN cannot be verified by the SSA,identity_ssn_not_verified,identity,identity,medium,negative,TRUE,FALSE,R993,,,active
,socure,reason_code,R995,Better matching SSN is found in the file,identity_ssn_not_verified,identity,identity,medium,negative,TRUE,FALSE,R995,,,active
,socure,reason_code,R998,"Name, SSN and DOB correlation unverified by SSA",identity_unverifiable,identity,identity,medium,negative,TRUE,FALSE,R998,,,active
identity_dob_match,,,,,,,,,,,,,,,
,socure,reason_code,I211,Input full name and dob matches a drivers license record,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I211,,,active
,socure,reason_code,I310,Account is correlated with the DOB,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I310,,,active
,socure,reason_code,I310,Account is correlated with the DOB,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I310,,,active
,socure,reason_code,I311,Account is conditionally correlated with the DOB,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I311,,,active
,socure,reason_code,I311,Account is conditionally correlated with the DOB,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I311,,,active
,socure,reason_code,I825,DOB matches input data,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I825,,,active
,socure,reason_code,I870,DOB did match AAMVA,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I870,,,inactive_not_used
,socure,reason_code,I930,The name and DOB of the identity matches a notable personality/celebrity,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I930,,,active
,socure,reason_code,I932,The name and DOB of the identity matches an active notable individual in the sports industry,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I932,,,active
,socure,reason_code,I934,The name and DOB of the identity matches an individual formerly in the sports industry,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I934,,,active
,socure,reason_code,I994,DOB verified by the SSA,identity_dob_match,identity,identity,low,positive,FALSE,FALSE,I994,,,active
,socure,reason_code,nameEquivalent-dobExact,"Name match based on the same name meaning, exact DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameEquivalent-dobExact,,,active
,socure,reason_code,nameEquivalent-dobFuzzy,"Name match based on the same name meaning, fuzzy DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameEquivalent-dobFuzzy,,,active
,socure,reason_code,nameEquivalent-dobNotOnRecord,"Name match based on the same name meaning, source did not return a DOB",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameEquivalent-dobNotOnRecord,,,active
,socure,reason_code,nameExact-dobExact,"Exact name match, exact DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameExact-dobExact,,,active
,socure,reason_code,nameExact-dobFuzzy,"Exact name match, fuzzy DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameExact-dobFuzzy,,,active
,socure,reason_code,nameExact-dobNotOnRecord,"Exact name match, source did not return a DOB",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameExact-dobNotOnRecord,,,active
,socure,reason_code,nameFuzzy-dobExact,"Fuzzy name match, exact DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameFuzzy-dobExact,,,active
,socure,reason_code,nameFuzzy-dobFuzzy,"Fuzzy name match, fuzzy DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameFuzzy-dobFuzzy,,,active
,socure,reason_code,nameFuzzy-dobNotOnRecord,"Fuzzy name match, source did not return a DOB",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameFuzzy-dobNotOnRecord,,,active
,socure,reason_code,nameInitialized-dobExact,"Name match based on initials, exact DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameInitialized-dobExact,,,active
,socure,reason_code,nameInitialized-dobFuzzy,"Name match based on initials, fuzzy DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameInitialized-dobFuzzy,,,active
,socure,reason_code,nameInitialized-dobNotOnRecord,"Name match based on initials, source did not return a DOB",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,nameInitialized-dobNotOnRecord,,,active
,socure,reason_code,namePhonetic-dobExact,"Name match based on phonetic similarity, exact DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,namePhonetic-dobExact,,,active
,socure,reason_code,namePhonetic-dobFuzzy,"Name match based on phonetic similarity, fuzzy DOB match",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,namePhonetic-dobFuzzy,,,active
,socure,reason_code,namePhonetic-dobNotOnRecord,"Name match based on phonetic similarity, source did not return a DOB",identity_dob_match,unknown,unknown,low,neutral,FALSE,FALSE,namePhonetic-dobNotOnRecord,,,active
