provider,source_type,source_code,source_description,canonical_concept,concept_group,signal_class,severity,direction,requires_review,can_contribute_to_decline,dedupe_key,narrative_key,notes
socure,reason_code,R383,(Deprecated) - Document image quality unassessable,,identity,identity,medium,negative,TRUE,FALSE,R383,,
socure,reason_code,R384,(Deprecated) - Document expired,,identity,identity,medium,negative,TRUE,FALSE,R384,,
socure,reason_code,R385,(Deprecated) - Image does not represent an ID,,identity,identity,medium,negative,TRUE,FALSE,R385,,
socure,reason_code,R401,Device token was not previously encountered,,identity,identity,medium,negative,TRUE,FALSE,R401,,
socure,reason_code,R402,Invalid device token,,identity,identity,medium,negative,TRUE,FALSE,R402,,
socure,reason_code,R403,Device is a virtual device,,identity,identity,medium,negative,TRUE,FALSE,R403,,
socure,reason_code,R405,"The Device Risk module was called, but a device token was not provided",,identity,identity,medium,negative,TRUE,FALSE,R405,,
socure,reason_code,R406,Device risk score represents high risk,,identity,identity,medium,negative,TRUE,FALSE,R406,,
socure,reason_code,R408,Associated device is likely to be an emulator,,identity,identity,medium,negative,TRUE,FALSE,R408,,
socure,reason_code,R409,Associated device is connected to mobile network which are historically risky,,identity,identity,medium,negative,TRUE,FALSE,R409,,
socure,reason_code,R410,Transaction may not be from primary user associated with the device and looks risky,,identity,identity,medium,negative,TRUE,FALSE,R410,,
socure,reason_code,R411,The device has an uncommon language set for North America,,identity,identity,medium,negative,TRUE,FALSE,R411,,
socure,reason_code,R413,The devices IP address more than 3 timezones away from the IP the request is made from,,identity,identity,medium,warning,TRUE,FALSE,R413,,
socure,reason_code,R414,Device operating system is running an uncommon/old version,,identity,identity,medium,negative,TRUE,FALSE,R414,,
socure,reason_code,R581,The domain appears to occur far more frequently than usual based on our consortium data,,identity,identity,medium,negative,TRUE,FALSE,R581,,
socure,reason_code,R595,The domain provided appears 30% more on average in the last 1 day as compared to the last 30 days,,identity,identity,medium,negative,TRUE,FALSE,R595,,
socure,reason_code,R610,IP address geolocation places user more than 100 miles from address,,identity,identity,medium,warning,TRUE,FALSE,R610,,
socure,reason_code,R619,IP address is a known proxy,,identity,identity,medium,warning,TRUE,FALSE,R619,,
socure,reason_code,R635,(Deprecated) - The device has changed once within the past 7 days and at least once more within the past 90 days,,identity,identity,medium,negative,TRUE,FALSE,R635,,
socure,reason_code,R636,(Deprecated) - Mobile device tenure is less than 90 days,,identity,identity,medium,negative,TRUE,FALSE,R636,,
socure,reason_code,R637,(Deprecated) - Mobile SIM tenure is less than 90 days,,identity,identity,medium,negative,TRUE,FALSE,R637,,
socure,reason_code,R638,IP address originates from the US or US territories,,identity,identity,medium,warning,TRUE,FALSE,R638,,
socure,reason_code,R639,IP address originates from outside of the US or US territories,,identity,identity,medium,warning,TRUE,FALSE,R639,,
socure,reason_code,R641,"Proxy is from services that change location to beat DRM,TOR points, temporary proxies and other masking services",,identity,identity,medium,negative,TRUE,FALSE,R641,,
socure,reason_code,R642,IP address is associated with a cloud hosting provider and is likely a proxy. Users are not usually located in a hosting facility,,identity,identity,medium,warning,TRUE,FALSE,R642,,
socure,reason_code,R643,IP address is associated with a location allowing public internet access,,identity,identity,medium,warning,TRUE,FALSE,R643,,
socure,reason_code,R644,IP proxy is cloud-based,,identity,identity,medium,negative,TRUE,FALSE,R644,,
socure,reason_code,R645,IP proxy is TOR-based,,identity,identity,medium,negative,TRUE,FALSE,R645,,
socure,reason_code,R646,IP proxy is VPN-based,,identity,identity,medium,negative,TRUE,FALSE,R646,,
socure,reason_code,R647,IP proxy is cloud-security-based,,identity,identity,medium,negative,TRUE,FALSE,R647,,
socure,reason_code,R650,IP address is associated with an anonymizing proxy,,identity,identity,medium,warning,TRUE,FALSE,R650,,
socure,reason_code,R652,IP address is associated with spam activity,,identity,identity,medium,warning,TRUE,FALSE,R652,,
socure,reason_code,R653,IP address origin and usage indicates non-human traffic,,identity,identity,medium,warning,TRUE,FALSE,R653,,
socure,reason_code,R663,IP address geolocation places user more than 300 miles from address,,identity,identity,medium,warning,TRUE,FALSE,R663,,
socure,reason_code,R665,Presented identity shows low overall correlation in Socures network,,identity,identity,medium,negative,TRUE,FALSE,R665,,
socure,reason_code,R667,Presented identity uses uncommon communication channels,,identity,identity,medium,negative,TRUE,FALSE,R667,,
socure,reason_code,R668,Transaction characteristics match an ongoing anomaly,,identity,identity,medium,negative,TRUE,FALSE,R668,,
socure,reason_code,R669,"PII operates greater than 1,000 miles from usual location",,identity,identity,medium,negative,TRUE,FALSE,R669,,
socure,reason_code,R702,Address is not confirmed as deliverable,,identity,identity,medium,warning,TRUE,FALSE,R702,,
socure,reason_code,R704,Address is a correctional facility,,identity,identity,medium,warning,TRUE,FALSE,R704,,
socure,reason_code,R705,Address cannot be resolved to the individual,,identity,identity,medium,warning,TRUE,FALSE,R705,,
socure,reason_code,R708,Address is a PO Box,,identity,identity,medium,warning,TRUE,FALSE,R708,,
socure,reason_code,R710,Address is a military location,,identity,identity,medium,warning,TRUE,FALSE,R710,,
socure,reason_code,R711,"Address is a unique ZIP code, or corporate only, routing all mail internally by the assigned organization rather than by the USPS",,identity,identity,medium,warning,TRUE,FALSE,R711,,
socure,reason_code,R720,Addressrisk score represents high risk,,identity,identity,medium,warning,TRUE,FALSE,R720,,
socure,reason_code,R722,The input state or ZIP was corrected during address standardisation,,identity,identity,medium,warning,TRUE,FALSE,R722,,
socure,reason_code,R724,Address is a filler address,,identity,identity,medium,warning,TRUE,FALSE,R724,,
socure,reason_code,R733,Distance between input address and store address is between 60 miles and 100 miles,,identity,identity,medium,warning,TRUE,FALSE,R733,,
socure,reason_code,R734,Distance between input address and store address is between 100 miles and 500 miles,,identity,identity,medium,warning,TRUE,FALSE,R734,,
socure,reason_code,R735,Distance between input address and store address is greater than=500 miles,,identity,identity,medium,warning,TRUE,FALSE,R735,,
socure,reason_code,R801,Photo from the ID document could not be extracted or is not usable,,identity,identity,medium,negative,TRUE,FALSE,R801,,
socure,reason_code,R803,Check Digit Assessment failed on the barcode,,identity,identity,medium,negative,TRUE,FALSE,R803,,
socure,reason_code,R804,(Deprecated) - The image doesnt meet the minimum color requirements,,identity,identity,medium,negative,TRUE,FALSE,R804,,
socure,reason_code,R805,Document ID is a paper copy,,identity,identity,medium,negative,TRUE,FALSE,R805,,
socure,reason_code,R806,The image was processed with editing software tool,,identity,identity,medium,negative,TRUE,FALSE,R806,,
socure,reason_code,R807,The Image Capture Integrity failed,,identity,identity,medium,negative,TRUE,FALSE,R807,,
socure,reason_code,R809,The text in the document has been modified,,identity,identity,medium,negative,TRUE,FALSE,R809,,
socure,reason_code,R810,The layout and patterns integrity of the document failed,,identity,identity,medium,negative,TRUE,FALSE,R810,,
socure,reason_code,R811,Invalidated or voided ID,,identity,identity,medium,negative,TRUE,FALSE,R811,,
socure,reason_code,R812,The photograph placement in the submitted image is not authentic,,identity,identity,medium,negative,TRUE,FALSE,R812,,
socure,reason_code,R815,Device tampering or injection risk,,identity,identity,medium,negative,TRUE,FALSE,R815,,
socure,reason_code,R817,The submitted ID image has been altered,,identity,identity,medium,negative,TRUE,FALSE,R817,,
socure,reason_code,R819,"Image captured from a screen, or is a paper copy of an ID",,identity,identity,medium,negative,TRUE,FALSE,R819,,
socure,reason_code,R820,The biometric data in the document image has been modified,,identity,identity,medium,negative,TRUE,FALSE,R820,,
socure,reason_code,R821,The biographic data in the document image has been modified,,identity,identity,medium,negative,TRUE,FALSE,R821,,
socure,reason_code,R826,The ID on the document is inconsistent with submitted data,,identity,identity,medium,negative,TRUE,FALSE,R826,,
socure,reason_code,R827,The document has expired,,identity,identity,medium,negative,TRUE,FALSE,R827,,
socure,reason_code,R828,The ID expiration date inconsistent with DOB and issue date,,identity,identity,medium,negative,TRUE,FALSE,R828,,
socure,reason_code,R829,The ID issue date is inconsistent with DOB and expiration date,,identity,identity,medium,negative,TRUE,FALSE,R829,,
socure,reason_code,R830,The DOB is not valid,,identity,identity,medium,negative,TRUE,FALSE,R830,,
socure,reason_code,R831,Cannot extract the minimum information from barcode,,identity,identity,medium,negative,TRUE,FALSE,R831,,
socure,reason_code,R832,(Deprecated) - The document bar code does not match the document ID,,identity,identity,medium,negative,TRUE,FALSE,R832,,
socure,reason_code,R833,Cannot extract the minimum required information from MRZ,,identity,identity,medium,negative,TRUE,FALSE,R833,,
socure,reason_code,R834,Selfie fails the liveness check,,identity,identity,medium,negative,TRUE,FALSE,R834,,
socure,reason_code,R835,(Deprecated) - More than one face detected in the selfie,,identity,identity,medium,negative,TRUE,FALSE,R835,,
socure,reason_code,R836,Profile Image does not match the ID image,,identity,identity,medium,negative,TRUE,FALSE,R836,,
socure,reason_code,R837,The ID extracted from the bar code is not valid,,identity,identity,medium,negative,TRUE,FALSE,R837,,
socure,reason_code,R838,Unable to extract the full name from the document/bar code,,identity,identity,medium,negative,TRUE,FALSE,R838,,
socure,reason_code,R844,User is a minor (under 18),,identity,identity,medium,negative,TRUE,FALSE,R844,,
socure,reason_code,R845,Minimum age criteria not met,,identity,identity,medium,negative,TRUE,FALSE,R845,,
socure,reason_code,R853,Unable to classify the ID or this is an unsupported ID type,,identity,identity,medium,negative,TRUE,FALSE,R853,,
socure,reason_code,R856,Obstructions on the face affecting the liveness,,identity,identity,medium,negative,TRUE,FALSE,R856,,
socure,reason_code,R857,No face found in the selfie frame,,identity,identity,medium,negative,TRUE,FALSE,R857,,
socure,reason_code,R859,ID image correlates to another ID image,,identity,identity,medium,negative,TRUE,FALSE,R859,,
socure,reason_code,R861,Data extracted from document does not match with barcode or MRZ,,identity,identity,medium,negative,TRUE,FALSE,R861,,
socure,reason_code,R864,Image upload from file detected,,identity,identity,medium,negative,TRUE,FALSE,R864,,
socure,reason_code,R865,Disallowed ID Type,,identity,identity,medium,negative,TRUE,FALSE,R865,,
socure,reason_code,R866,AAMVA failed to run,,identity,identity,medium,negative,TRUE,FALSE,R866,,
socure,reason_code,R867,Some fields did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R867,,
socure,reason_code,R868,AAMVA under maintenance,,identity,identity,medium,negative,TRUE,FALSE,R868,,
socure,reason_code,R869,ID number did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R869,,
socure,reason_code,R880,Middle initial did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R880,,
socure,reason_code,R882,Doc Category did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R882,,
socure,reason_code,R883,Issue date did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R883,,
socure,reason_code,R884,Expiration did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R884,,
socure,reason_code,R885,Sex did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R885,,
socure,reason_code,R886,Height did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R886,,
socure,reason_code,R887,Weight did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R887,,
socure,reason_code,R888,Eye color did not match AAMVA,,identity,identity,medium,negative,TRUE,FALSE,R888,,
socure,reason_code,R901,SSN/ITIN cannot be resolved to the individual,,identity,identity,medium,negative,TRUE,FALSE,R901,,
socure,reason_code,R902,Name cannot be resolved to the individual,,identity,identity,medium,negative,TRUE,FALSE,R902,,
socure,reason_code,R903,(Deprecated) - DOB cannot be resolved to the individual,,identity,identity,medium,negative,TRUE,FALSE,R903,,
socure,reason_code,R904,(Deprecated) - KYC record validation failed on Address,,identity,identity,medium,warning,TRUE,FALSE,R904,,
socure,reason_code,R905,(Deprecated) - KYC record validation failed on Mobile Number,,identity,identity,medium,negative,TRUE,FALSE,R905,,
socure,reason_code,R906,(Deprecated) - KYC record validation failed on Driver License,,identity,identity,medium,negative,TRUE,FALSE,R906,,
socure,reason_code,R908,Some ID elements not verified,,identity,identity,medium,negative,TRUE,FALSE,R908,,
socure,reason_code,R911,SSN issued prior to DOB,,identity,identity,medium,negative,TRUE,FALSE,R911,,
socure,reason_code,R919,Address cannot be resolved to the individual,,identity,identity,medium,warning,TRUE,FALSE,R919,,
socure,reason_code,R920,Identity has an unusual gap in address history,,identity,identity,medium,warning,TRUE,FALSE,R920,,
socure,reason_code,R922,DOB cannot be resolved to the individual,,identity,identity,medium,negative,TRUE,FALSE,R922,,
socure,reason_code,R927,Name does not correlate with the name for the resolved individual,,identity,identity,medium,negative,TRUE,FALSE,R927,,
socure,reason_code,R928,SSN/ITIN is associated with multiple last names,,identity,identity,medium,negative,TRUE,FALSE,R928,,
socure,reason_code,R929,(Deprecated) - Entered driver license number invalid for entered driver license state,,identity,identity,medium,negative,TRUE,FALSE,R929,,
socure,reason_code,R930,First name does not correlate with the first name for the resolved individual,,identity,identity,medium,negative,TRUE,FALSE,R930,,
socure,reason_code,R932,Address is a correctional facility,,identity,identity,medium,warning,TRUE,FALSE,R932,,
socure,reason_code,R942,The resolved identity has greater than1 SSN on record,,identity,identity,medium,negative,TRUE,FALSE,R942,,
socure,reason_code,R947,SSN/ITIN is not the primary SSN/ITIN for the resolved identity,,identity,identity,medium,negative,TRUE,FALSE,R947,,
socure,reason_code,R949,(Deprecated) - Different driver license number found for applicant,,identity,identity,medium,negative,TRUE,FALSE,R949,,
socure,reason_code,R951,(Deprecated) - Entered driver license number possibly miskeyed,,identity,identity,medium,negative,TRUE,FALSE,R951,,
socure,reason_code,R953,(Deprecated) - SSN was randomly-issued by the SSA and cannot be resolved to the individual,,identity,identity,medium,negative,TRUE,FALSE,R953,,
socure,reason_code,R954,SSN/ITIN entered is an ITIN,,identity,identity,medium,negative,TRUE,FALSE,R954,,
socure,reason_code,R958,Entered address State differs from best associated State for input identity,,identity,identity,medium,warning,TRUE,FALSE,R958,,
socure,reason_code,R963,Address ZIP code only serves PO Boxes,,identity,identity,medium,warning,TRUE,FALSE,R963,,
socure,reason_code,R965,Address is an embassy or consulate,,identity,identity,medium,warning,TRUE,FALSE,R965,,
socure,reason_code,R966,Entered SSN recently issued,,identity,identity,medium,negative,TRUE,FALSE,R966,,
socure,reason_code,R970,Entered SSN issued within last three years,,identity,identity,medium,negative,TRUE,FALSE,R970,,
socure,reason_code,R971,"Entered SSN issued after age five, post-1990",,identity,identity,medium,negative,TRUE,FALSE,R971,,
socure,reason_code,R973,"Address is a unique ZIP code, or corporate only, routing all mail internally by the assigned organization rather than by the USPS",,identity,identity,medium,warning,TRUE,FALSE,R973,,
socure,reason_code,R975,MLA covered borrower status,,identity,identity,medium,negative,TRUE,FALSE,R975,,
socure,reason_code,R976,Identity is associated with an active duty alert,,identity,identity,medium,negative,TRUE,FALSE,R976,,
socure,reason_code,R981,Identity has no known history in the state where the input SSN was issued,,identity,identity,medium,negative,TRUE,FALSE,R981,,
socure,reason_code,R982,Identity has first name and last name same,,identity,identity,medium,negative,TRUE,FALSE,R982,,
socure,reason_code,R983,The input SSN was issued unusually later than the input DOB,,identity,identity,medium,negative,TRUE,FALSE,R983,,
socure,reason_code,R996,The permitted entity certification is invalid,,identity,identity,medium,negative,TRUE,FALSE,R996,,
socure,reason_code,R997,The eCBSV service has incurred an error,,identity,identity,medium,negative,TRUE,FALSE,R997,,
socure,reason_code,V101,State must be two characters,,unknown,unknown,low,neutral,FALSE,FALSE,V101,,
socure,reason_code,V102,Country code must meet ISO 3166-1 alpha-2 character standard,,unknown,unknown,low,neutral,FALSE,FALSE,V102,,
socure,reason_code,V103,State permitted only when country=US,,unknown,unknown,low,neutral,FALSE,FALSE,V103,,
socure,reason_code,V104,Physical address requires at least zip/country or city/country,,unknown,unknown,low,neutral,FALSE,FALSE,V104,,
socure,reason_code,V105,Physical address and city in US requires at least zip or state,,unknown,unknown,low,neutral,FALSE,FALSE,V105,,
socure,reason_code,V106,"Country code required unless physical address, city, state, and zip are specified",,unknown,unknown,low,neutral,FALSE,FALSE,V106,,
socure,reason_code,V108,IP address must meet IPV4 or IPV6 standard,,unknown,unknown,low,neutral,FALSE,FALSE,V108,,
socure,reason_code,V109,Invalid geocode format,,unknown,unknown,low,neutral,FALSE,FALSE,V109,,
socure,reason_code,V116,National ID permitted only when country=US,,unknown,unknown,low,neutral,FALSE,FALSE,V116,,
socure,reason_code,V117,Invalid driver license format,,unknown,unknown,low,neutral,FALSE,FALSE,V117,,
socure,reason_code,V118,Invalid National ID format,,unknown,unknown,low,neutral,FALSE,FALSE,V118,,
socure,reason_code,V119,Invalid image file,,unknown,unknown,low,neutral,FALSE,FALSE,V119,,
socure,reason_code,V120,Invalid name,,unknown,unknown,low,neutral,FALSE,FALSE,V120,,
socure,reason_code,V806,Insufficient resolution in submitted image,,unknown,unknown,low,neutral,FALSE,FALSE,V806,,
socure,reason_code,V807,Image entropy failure,,unknown,unknown,low,neutral,FALSE,FALSE,V807,,
socure,reason_code,V810,Unacceptable blur in document,,unknown,unknown,low,neutral,FALSE,FALSE,V810,,
socure,reason_code,V817,Color spectrum analysis failed,,unknown,unknown,low,neutral,FALSE,FALSE,V817,,
socure,reason_code,V818,The image is not in focus,,unknown,unknown,low,neutral,FALSE,FALSE,V818,,
socure,reason_code,V819,Glare in the image obscures details,,unknown,unknown,low,neutral,FALSE,FALSE,V819,,
socure,reason_code,V820,Text is too small,,unknown,unknown,low,neutral,FALSE,FALSE,V820,,
socure,reason_code,V827,The document is about to expire,,unknown,unknown,low,neutral,FALSE,FALSE,V827,,
socure,reason_code,V836,Profile Image not considered in the decision,,unknown,unknown,low,neutral,FALSE,FALSE,V836,,
